INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
54606	1.0	temporal	14
94362	0.996	atemporal	14
114465	0.995	atemporal	14
108148	0.998	atemporal	14
54012	1.0	temporal	14
97564	1.0	temporal	14
139991	0.996	atemporal	14
51687	0.997	atemporal	14
142501	0.996	atemporal	14
75097	0.996	atemporal	14
27470	0.997	atemporal	14
110924	0.999	atemporal	14
123129	1.0	temporal	14
12778	0.996	atemporal	14
70702	0.998	atemporal	14
17338	0.995	atemporal	14
9942	0.998	atemporal	14
39696	0.997	atemporal	14
29766	1.0	temporal	14
106090	0.995	atemporal	14
119472	0.997	atemporal	14
29562	0.997	atemporal	14
84215	0.998	atemporal	14
45620	0.997	atemporal	14
77961	0.999	atemporal	14
60013	0.996	atemporal	14
30814	0.996	atemporal	14
25628	1.0	temporal	14
657	0.997	atemporal	14
51144	0.997	atemporal	14
601	0.997	atemporal	14
84046	0.997	atemporal	14
44203	0.996	atemporal	14
24691	0.997	atemporal	14
107269	0.999	atemporal	14
29820	0.999	atemporal	14
84456	1.0	temporal	14
92059	0.997	atemporal	14
123268	0.996	atemporal	14
39150	0.998	atemporal	14
137884	1.0	temporal	14
21090	0.996	atemporal	14
18019	0.995	atemporal	14
83961	0.997	atemporal	14
126561	0.998	atemporal	14
105231	1.0	temporal	14
15245	0.996	atemporal	14
47145	0.996	atemporal	14
80333	0.996	atemporal	14
96054	0.996	atemporal	14
101270	1.0	temporal	14
53531	0.998	atemporal	14
30493	0.995	atemporal	14
8390	0.996	atemporal	14
39395	0.997	atemporal	14
562	0.996	atemporal	14
115248	1.0	temporal	14
77676	1.0	atemporal	14
69870	1.0	temporal	14
113621	0.999	atemporal	14
138641	0.997	atemporal	14
133133	0.999	atemporal	14
119491	0.995	atemporal	14
135195	1.0	temporal	14
121130	0.996	atemporal	14
23007	0.995	atemporal	14
56061	0.998	atemporal	14
29638	0.996	atemporal	14
76254	0.998	atemporal	14
65241	0.997	atemporal	14
20209	0.997	atemporal	14
76308	0.995	atemporal	14
38399	1.0	temporal	14
59052	0.999	atemporal	14
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
101138	1.0	temporal	15
33403	0.998	atemporal	15
13494	0.997	atemporal	15
15311	1.0	temporal	15
108122	0.996	atemporal	15
87099	1.0	temporal	15
45519	0.997	atemporal	15
10122	0.996	atemporal	15
67419	0.996	atemporal	15
134160	0.998	atemporal	15
2969	0.997	atemporal	15
91485	0.997	atemporal	15
51169	0.998	atemporal	15
124557	0.996	atemporal	15
67499	0.997	atemporal	15
74010	0.999	atemporal	15
56606	1.0	temporal	15
23924	0.998	atemporal	15
43120	0.997	atemporal	15
121081	0.995	atemporal	15
101023	0.997	atemporal	15
43614	0.996	atemporal	15
133132	1.0	temporal	15
84864	0.995	atemporal	15
8886	1.0	temporal	15
92235	0.996	atemporal	15
21068	0.998	atemporal	15
117481	0.996	atemporal	15
27310	0.995	atemporal	15
66610	0.996	atemporal	15
88714	0.996	atemporal	15
16397	0.995	atemporal	15
93557	1.0	temporal	15
37603	0.996	atemporal	15
120113	0.996	atemporal	15
37347	0.997	atemporal	15
140006	0.996	atemporal	15
93416	1.0	temporal	15
93714	0.997	atemporal	15
92388	0.996	atemporal	15
111097	1.0	temporal	15
115427	0.995	atemporal	15
13615	1.0	temporal	15
27929	1.0	temporal	15
125757	0.997	atemporal	15
120091	0.997	atemporal	15
109498	1.0	temporal	15
90367	1.0	temporal	15
51497	1.0	temporal	15
58657	0.997	atemporal	15
53974	0.996	atemporal	15
123485	0.997	atemporal	15
7859	0.996	atemporal	15
136952	0.997	atemporal	15
120326	0.997	atemporal	15
49282	0.997	atemporal	15
114102	0.996	atemporal	15
131710	0.996	atemporal	15
1270	1.0	temporal	15
120175	1.0	temporal	15
88315	0.996	atemporal	15
128774	0.996	atemporal	15
136465	0.997	atemporal	15
112869	0.998	atemporal	15
120263	1.0	temporal	15
60070	0.996	atemporal	15
46013	0.997	atemporal	15
9306	0.996	atemporal	15
83741	0.996	atemporal	15
12866	0.996	atemporal	15
130080	0.998	atemporal	15
22851	0.996	atemporal	15
39428	1.0	temporal	15
96840	0.999	atemporal	15
141084	0.997	atemporal	15
106056	0.998	atemporal	15
124540	1.0	temporal	15
112500	0.996	atemporal	15
61899	0.995	atemporal	15
72990	0.997	atemporal	15
105508	0.997	atemporal	15
22519	1.0	temporal	15
131362	0.996	atemporal	15
100548	0.997	atemporal	15
62594	1.0	temporal	15
8803	1.0	temporal	15
126291	0.997	atemporal	15
132335	0.996	atemporal	15
54105	0.997	atemporal	15
119403	0.996	atemporal	15
71951	0.996	atemporal	15
127785	0.997	atemporal	15
76359	0.998	atemporal	15
127247	0.996	atemporal	15
124894	0.996	atemporal	15
31191	0.996	atemporal	15
108276	0.996	atemporal	15
111446	1.0	temporal	15
77924	1.0	temporal	15
101660	0.996	atemporal	15
79977	0.999	atemporal	15
56198	1.0	temporal	15
71901	0.995	atemporal	15
136604	0.995	atemporal	15
64031	0.997	atemporal	15
36758	0.997	atemporal	15
84641	0.997	atemporal	15
28234	1.0	temporal	15
5986	0.996	atemporal	15
12110	0.998	atemporal	15
22097	0.997	atemporal	15
136027	1.0	temporal	15
73924	0.997	atemporal	15
14738	0.996	atemporal	15
95047	0.998	atemporal	15
106030	0.997	atemporal	15
125055	1.0	temporal	15
18202	0.997	atemporal	15
54138	0.996	atemporal	15
11921	0.997	atemporal	15
108399	0.996	atemporal	15
33416	1.0	temporal	15
84488	0.995	atemporal	15
141998	0.997	atemporal	15
97304	0.996	atemporal	15
102336	1.0	temporal	15
77764	0.997	atemporal	15
56554	0.997	atemporal	15
118350	0.997	atemporal	15
45692	0.996	atemporal	15
69123	0.996	atemporal	15
55977	0.997	atemporal	15
135117	0.996	atemporal	15
84185	0.996	atemporal	15
101368	0.996	atemporal	15
110706	0.996	atemporal	15
3772	1.0	temporal	15
60065	0.997	atemporal	15
97670	0.997	atemporal	15
13467	0.995	atemporal	15
67557	0.996	atemporal	15
20111	0.996	atemporal	15
75113	0.997	atemporal	15
9688	0.997	atemporal	15
117798	1.0	temporal	15
52212	0.997	atemporal	15
113504	0.996	atemporal	15
55852	0.996	atemporal	15
57104	0.997	atemporal	15
114137	1.0	temporal	15
25693	0.999	atemporal	15
129338	0.997	atemporal	15
129954	1.0	temporal	15
121573	0.996	atemporal	15
54491	0.997	atemporal	15
132106	0.997	atemporal	15
82843	0.996	atemporal	15
110710	0.996	atemporal	15
105827	0.997	atemporal	15
95051	0.997	atemporal	15
25257	0.996	atemporal	15
119852	1.0	temporal	15
15325	0.997	atemporal	15
94890	0.997	atemporal	15
17850	0.997	atemporal	15
64503	0.997	atemporal	15
26074	0.996	atemporal	15
86566	0.996	atemporal	15
31869	1.0	temporal	15
40246	0.997	atemporal	15
29569	0.997	atemporal	15
94280	0.996	atemporal	15
87590	0.995	atemporal	15
14528	1.0	temporal	15
126770	0.996	atemporal	15
34449	1.0	temporal	15
14734	0.997	atemporal	15
514	1.0	temporal	15
114997	0.998	atemporal	15
120703	0.997	atemporal	15
18018	1.0	temporal	15
9069	1.0	temporal	15
110795	0.998	atemporal	15
115118	1.0	temporal	15
135394	0.995	atemporal	15
31157	0.996	atemporal	15
131152	0.996	atemporal	15
114104	0.997	atemporal	15
36433	1.0	temporal	15
7266	0.996	atemporal	15
81379	0.996	atemporal	15
1651	0.996	atemporal	15
118913	1.0	temporal	15
129182	0.996	atemporal	15
3739	0.997	atemporal	15
64274	0.996	atemporal	15
123464	0.996	atemporal	15
7288	0.997	atemporal	15
33280	0.996	atemporal	15
132994	0.996	atemporal	15
27684	0.997	atemporal	15
59216	0.996	atemporal	15
59671	1.0	temporal	15
137928	0.998	atemporal	15
85111	0.997	atemporal	15
92901	0.998	atemporal	15
3539	1.0	temporal	15
67140	0.998	atemporal	15
137841	0.996	atemporal	15
40298	0.998	atemporal	15
28200	0.997	atemporal	15
123081	0.995	atemporal	15
99333	1.0	temporal	15
23572	1.0	temporal	15
69443	0.997	atemporal	15
90490	0.996	atemporal	15
25881	0.996	atemporal	15
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
111670	0.995	atemporal	16
35608	0.996	atemporal	16
100675	1.0	temporal	16
66666	0.995	atemporal	16
37655	1.0	temporal	16
8332	0.996	atemporal	16
59309	0.995	atemporal	16
61794	0.997	atemporal	16
93054	0.996	atemporal	16
82393	0.997	atemporal	16
46977	0.996	atemporal	16
83361	0.995	atemporal	16
32454	0.997	atemporal	16
44153	0.996	atemporal	16
64363	0.995	atemporal	16
73387	0.995	atemporal	16
136281	1.0	temporal	16
102940	0.995	atemporal	16
37604	0.997	atemporal	16
37175	0.999	atemporal	16
38643	0.996	atemporal	16
56007	0.995	atemporal	16
55934	0.996	atemporal	16
110307	1.0	temporal	16
107875	1.0	temporal	16
110409	0.995	atemporal	16
8457	1.0	temporal	16
140553	0.995	atemporal	16
71474	0.996	atemporal	16
65858	0.996	atemporal	16
8248	0.998	atemporal	16
93951	0.996	atemporal	16
38983	0.997	atemporal	16
40738	0.995	atemporal	16
32490	0.998	atemporal	16
52961	0.997	atemporal	16
132023	0.995	atemporal	16
28661	0.998	atemporal	16
99550	0.995	atemporal	16
3476	0.995	atemporal	16
39622	0.997	atemporal	16
70056	0.997	atemporal	16
143435	1.0	temporal	16
3694	1.0	temporal	16
7233	1.0	temporal	16
74120	1.0	temporal	16
88950	0.995	atemporal	16
95914	1.0	temporal	16
72122	1.0	temporal	16
138404	0.996	atemporal	16
32152	0.995	atemporal	16
125476	0.995	atemporal	16
63110	0.996	atemporal	16
64707	0.997	atemporal	16
107796	0.996	atemporal	16
49289	0.997	atemporal	16
692	1.0	temporal	16
77776	0.997	atemporal	16
114903	0.995	atemporal	16
74630	0.995	atemporal	16
76130	0.999	atemporal	16
62947	0.995	atemporal	16
106814	0.996	atemporal	16
11042	0.999	atemporal	16
4888	1.0	temporal	16
101636	0.995	atemporal	16
88515	0.999	atemporal	16
10499	0.995	atemporal	16
135005	0.996	atemporal	16
2803	1.0	temporal	16
74283	0.996	atemporal	16
54840	0.999	atemporal	16
18359	0.995	atemporal	16
22231	0.997	atemporal	16
19523	0.995	atemporal	16
112067	1.0	temporal	16
112597	1.0	temporal	16
59821	0.996	atemporal	16
43344	0.997	atemporal	16
112158	0.996	atemporal	16
107991	0.995	atemporal	16
46040	0.995	atemporal	16
100289	0.996	atemporal	16
48727	1.0	temporal	16
55064	0.995	atemporal	16
81695	1.0	temporal	16
73332	0.996	atemporal	16
120287	0.998	atemporal	16
109818	0.998	atemporal	16
31366	0.997	atemporal	16
11286	1.0	temporal	16
9968	0.996	atemporal	16
109551	0.996	atemporal	16
108686	0.997	atemporal	16
24451	0.998	atemporal	16
21442	0.997	atemporal	16
44703	0.998	atemporal	16
61917	0.998	atemporal	16
22464	0.998	atemporal	16
90880	0.996	atemporal	16
76629	0.995	atemporal	16
95735	0.995	atemporal	16
38794	1.0	temporal	16
108770	0.998	atemporal	16
94058	1.0	temporal	16
82003	0.996	atemporal	16
8678	0.995	atemporal	16
57568	0.996	atemporal	16
68692	1.0	temporal	16
18728	0.995	atemporal	16
638	0.996	atemporal	16
45910	1.0	temporal	16
26425	0.997	atemporal	16
11222	0.996	atemporal	16
30491	1.0	temporal	16
119975	0.996	atemporal	16
38767	0.997	atemporal	16
118005	0.995	atemporal	16
111990	0.995	atemporal	16
107830	1.0	temporal	16
66087	0.996	atemporal	16
122264	0.997	atemporal	16
63305	0.999	atemporal	16
106228	0.997	atemporal	16
129881	0.996	atemporal	16
140342	0.998	atemporal	16
124094	1.0	temporal	16
99296	0.995	atemporal	16
10574	1.0	temporal	16
13801	0.996	atemporal	16
26457	0.997	atemporal	16
1413	0.995	atemporal	16
126054	1.0	temporal	16
5915	1.0	temporal	16
125528	0.995	atemporal	16
90520	0.996	atemporal	16
9901	1.0	temporal	16
104891	0.995	atemporal	16
24570	0.998	atemporal	16
52783	1.0	temporal	16
36507	0.995	atemporal	16
67363	0.996	atemporal	16
116192	1.0	temporal	16
43691	0.995	atemporal	16
20992	0.995	atemporal	16
16476	0.999	atemporal	16
79240	1.0	temporal	16
118469	0.996	atemporal	16
77934	0.998	atemporal	16
110230	0.996	atemporal	16
78551	1.0	temporal	16
313	0.996	atemporal	16
35291	1.0	temporal	16
22639	0.996	atemporal	16
60325	0.997	atemporal	16
15173	0.996	atemporal	16
12087	0.997	atemporal	16
132796	0.996	atemporal	16
75324	0.997	atemporal	16
47393	0.997	atemporal	16
120599	0.996	atemporal	16
79886	0.999	atemporal	16
7150	1.0	temporal	16
104172	0.995	atemporal	16
75165	1.0	atemporal	16
14261	0.995	atemporal	16
122671	0.997	atemporal	16
3361	0.995	atemporal	16
102355	0.998	atemporal	16
66046	1.0	temporal	16
89669	0.996	atemporal	16
69457	0.995	atemporal	16
53080	0.995	atemporal	16
30513	0.996	atemporal	16
125402	0.997	atemporal	16
46641	1.0	temporal	16
1735	0.999	atemporal	16
99814	0.998	atemporal	16
89304	0.996	atemporal	16
50503	0.997	atemporal	16
125269	0.995	atemporal	16
137671	0.996	atemporal	16
11015	0.995	atemporal	16
78288	1.0	temporal	16
18532	0.997	atemporal	16
108970	0.997	atemporal	16
98995	0.997	atemporal	16
23198	1.0	temporal	16
52001	0.996	atemporal	16
51762	0.995	atemporal	16
132035	0.997	atemporal	16
9410	0.998	atemporal	16
105612	0.999	atemporal	16
41777	0.996	atemporal	16
130549	0.995	atemporal	16
18027	0.997	atemporal	16
105248	0.995	atemporal	16
27561	0.997	atemporal	16
103591	0.996	atemporal	16
130256	0.996	atemporal	16
62639	0.995	atemporal	16
23683	1.0	temporal	16
14908	0.995	atemporal	16
138255	0.997	atemporal	16
142735	1.0	temporal	16
122492	0.996	atemporal	16
140092	0.997	atemporal	16
47171	0.997	atemporal	16
100678	0.997	atemporal	16
108051	1.0	temporal	16
66494	0.995	atemporal	16
38349	0.997	atemporal	16
113277	1.0	temporal	16
96779	1.0	temporal	16
4477	0.995	atemporal	16
114967	1.0	atemporal	16
37607	0.995	atemporal	16
49699	0.998	atemporal	16
12180	0.995	atemporal	16
135421	1.0	temporal	16
104976	0.995	atemporal	16
51554	0.995	atemporal	16
30860	0.995	atemporal	16
41836	0.998	atemporal	16
22733	0.996	atemporal	16
136346	0.996	atemporal	16
113190	1.0	temporal	16
102602	0.996	atemporal	16
28106	0.996	atemporal	16
87106	0.998	atemporal	16
117925	0.995	atemporal	16
47956	0.997	atemporal	16
77121	0.996	atemporal	16
79189	0.998	atemporal	16
18645	0.995	atemporal	16
9315	0.997	atemporal	16
94198	1.0	temporal	16
20028	1.0	temporal	16
44524	0.995	atemporal	16
29541	0.996	atemporal	16
19344	0.996	atemporal	16
61872	0.997	atemporal	16
124293	0.996	atemporal	16
9800	1.0	temporal	16
9737	0.996	atemporal	16
82471	0.997	atemporal	16
33283	0.996	atemporal	16
93429	1.0	temporal	16
16459	0.996	atemporal	16
9194	0.995	atemporal	16
107698	0.997	atemporal	16
95195	0.997	atemporal	16
75490	0.996	atemporal	16
96549	1.0	temporal	16
139540	1.0	temporal	16
110293	1.0	temporal	16
2856	0.996	atemporal	16
129350	1.0	temporal	16
115358	0.995	atemporal	16
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
60206	0.999	atemporal	17
143322	0.996	atemporal	17
128143	0.998	atemporal	17
132645	0.996	atemporal	17
118154	0.997	atemporal	17
49201	0.998	atemporal	17
8665	1.0	temporal	17
24616	0.997	atemporal	17
114709	0.998	atemporal	17
48289	1.0	temporal	17
86231	0.998	atemporal	17
125009	0.997	atemporal	17
140858	0.997	atemporal	17
92201	0.999	atemporal	17
40486	0.998	atemporal	17
17226	0.997	atemporal	17
87183	1.0	temporal	17
13571	0.997	atemporal	17
45410	0.999	atemporal	17
79342	0.997	atemporal	17
52098	0.997	atemporal	17
133285	1.0	temporal	17
24263	0.997	atemporal	17
13979	0.997	atemporal	17
95306	0.996	atemporal	17
142818	0.996	atemporal	17
64433	0.999	atemporal	17
33650	0.997	atemporal	17
18185	0.997	atemporal	17
102304	0.997	atemporal	17
81034	0.998	atemporal	17
72934	0.997	atemporal	17
138659	1.0	temporal	17
72562	0.997	atemporal	17
130610	0.998	atemporal	17
19076	0.997	atemporal	17
79772	0.998	atemporal	17
1058	0.997	atemporal	17
125011	0.998	atemporal	17
7336	0.997	atemporal	17
113942	0.997	atemporal	17
55532	1.0	temporal	17
16870	0.997	atemporal	17
142994	0.996	atemporal	17
142705	0.997	atemporal	17
38231	0.996	atemporal	17
6373	0.997	atemporal	17
83812	0.999	atemporal	17
105954	0.998	atemporal	17
93421	1.0	temporal	17
134058	1.0	temporal	17
104124	0.999	atemporal	17
108837	0.999	atemporal	17
98214	0.996	atemporal	17
46424	1.0	temporal	17
71739	0.997	atemporal	17
101373	1.0	temporal	17
34081	1.0	temporal	17
97053	0.997	atemporal	17
121154	1.0	temporal	17
76538	1.0	temporal	17
130722	0.997	atemporal	17
23412	0.997	atemporal	17
112494	0.996	atemporal	17
91683	0.997	atemporal	17
105378	0.997	atemporal	17
118564	0.997	atemporal	17
54055	0.997	atemporal	17
123999	0.998	atemporal	17
68434	0.998	atemporal	17
71569	0.999	atemporal	17
41812	0.997	atemporal	17
129330	0.998	atemporal	17
39247	0.999	atemporal	17
11727	0.997	atemporal	17
65425	0.999	atemporal	17
47035	1.0	temporal	17
40092	0.997	atemporal	17
81037	0.997	atemporal	17
107347	0.998	atemporal	17
117720	0.997	atemporal	17
68612	0.998	atemporal	17
13108	0.997	atemporal	17
97416	1.0	temporal	17
107893	0.997	atemporal	17
50960	1.0	temporal	17
141853	0.996	atemporal	17
77603	0.997	atemporal	17
22785	0.998	atemporal	17
13434	0.998	atemporal	17
142209	0.997	atemporal	17
108597	0.998	atemporal	17
29047	0.999	atemporal	17
119195	1.0	temporal	17
6467	0.999	atemporal	17
69888	0.997	atemporal	17
24474	0.997	atemporal	17
6629	0.997	atemporal	17
26879	1.0	temporal	17
114058	1.0	temporal	17
59531	0.997	atemporal	17
54874	0.998	atemporal	17
11837	0.998	atemporal	17
19546	0.997	atemporal	17
143642	0.998	atemporal	17
140800	0.997	atemporal	17
143219	0.997	atemporal	17
54618	1.0	temporal	17
48656	0.997	atemporal	17
141990	0.997	atemporal	17
104371	0.996	atemporal	17
84524	1.0	temporal	17
123820	0.997	atemporal	17
67829	0.996	atemporal	17
76004	0.996	atemporal	17
5867	0.998	atemporal	17
117342	0.998	atemporal	17
44525	1.0	temporal	17
93466	0.997	atemporal	17
74830	0.998	atemporal	17
14103	0.996	atemporal	17
49350	0.999	atemporal	17
128117	1.0	temporal	17
100760	1.0	temporal	17
127270	1.0	temporal	17
18819	0.998	atemporal	17
45056	0.997	atemporal	17
39801	0.998	atemporal	17
69399	0.998	atemporal	17
86594	0.997	atemporal	17
116802	1.0	temporal	17
108983	1.0	temporal	17
7084	1.0	temporal	17
92881	0.997	atemporal	17
53932	0.996	atemporal	17
37214	0.997	atemporal	17
21315	0.999	atemporal	17
32044	0.997	atemporal	17
52257	0.997	atemporal	17
17505	1.0	temporal	17
85208	0.999	atemporal	17
100120	0.998	atemporal	17
95455	0.997	atemporal	17
88394	0.997	atemporal	17
99980	0.997	atemporal	17
124349	0.997	atemporal	17
20834	0.997	atemporal	17
51425	1.0	temporal	17
94830	0.997	atemporal	17
102532	0.996	atemporal	17
31410	0.997	atemporal	17
108463	1.0	temporal	17
104997	1.0	temporal	17
112678	1.0	temporal	17
35170	0.996	atemporal	17
42492	0.997	atemporal	17
33852	0.997	atemporal	17
8685	0.999	atemporal	17
46025	0.997	atemporal	17
100728	0.999	atemporal	17
113490	0.996	atemporal	17
45144	0.999	atemporal	17
94389	1.0	temporal	17
117612	1.0	temporal	17
17645	1.0	temporal	17
6921	0.997	atemporal	17
36192	0.999	atemporal	17
126592	1.0	temporal	17
112385	0.999	atemporal	17
4352	0.996	atemporal	17
142014	0.997	atemporal	17
26507	1.0	temporal	17
24407	1.0	temporal	17
120344	0.997	atemporal	17
129847	0.997	atemporal	17
121227	0.996	atemporal	17
2273	1.0	temporal	17
128669	0.997	atemporal	17
68414	0.997	atemporal	17
89447	0.996	atemporal	17
77136	0.999	atemporal	17
10703	0.998	atemporal	17
62340	1.0	temporal	17
43431	0.998	atemporal	17
84454	0.997	atemporal	17
12514	0.998	atemporal	17
45233	1.0	temporal	17
83785	0.996	atemporal	17
96276	0.997	atemporal	17
141404	0.997	atemporal	17
47706	0.999	atemporal	17
118415	1.0	temporal	17
93241	0.996	atemporal	17
39739	1.0	temporal	17
5589	0.997	atemporal	17
136443	1.0	temporal	17
79860	0.998	atemporal	17
135569	0.999	atemporal	17
38616	0.998	atemporal	17
27714	0.998	atemporal	17
72535	0.999	atemporal	17
2372	0.997	atemporal	17
119529	0.997	atemporal	17
27660	1.0	temporal	17
72747	1.0	temporal	17
100498	0.997	atemporal	17
140981	0.999	atemporal	17
4074	0.997	atemporal	17
49082	1.0	temporal	17
41092	0.998	atemporal	17
18484	0.997	atemporal	17
63516	0.996	atemporal	17
101158	0.998	atemporal	17
130900	0.997	atemporal	17
46362	1.0	temporal	17
33321	1.0	temporal	17
96688	0.998	atemporal	17
12467	1.0	temporal	17
131588	0.997	atemporal	17
139715	1.0	temporal	17
80868	0.998	atemporal	17
34434	0.997	atemporal	17
101123	0.997	atemporal	17
136672	0.997	atemporal	17
6508	0.999	atemporal	17
74046	0.996	atemporal	17
56648	0.997	atemporal	17
135987	0.997	atemporal	17
93955	0.998	atemporal	17
5901	0.997	atemporal	17
124702	0.998	atemporal	17
121117	0.998	atemporal	17
117118	0.998	atemporal	17
53599	1.0	temporal	17
29208	0.998	atemporal	17
31416	0.997	atemporal	17
60061	0.999	atemporal	17
90243	0.999	atemporal	17
125073	0.996	atemporal	17
21173	0.999	atemporal	17
137990	0.997	atemporal	17
91639	0.998	atemporal	17
57357	0.997	atemporal	17
100094	0.997	atemporal	17
110812	0.997	atemporal	17
80843	0.999	atemporal	17
11340	1.0	temporal	17
72411	1.0	temporal	17
138943	0.999	atemporal	17
90772	0.996	atemporal	17
22070	0.999	atemporal	17
23687	0.999	atemporal	17
36441	1.0	temporal	17
72389	0.999	atemporal	17
50512	0.998	atemporal	17
6966	0.997	atemporal	17
17376	0.998	atemporal	17
77295	1.0	temporal	17
63762	0.997	atemporal	17
136657	0.997	atemporal	17
17569	0.998	atemporal	17
63844	0.997	atemporal	17
7046	0.999	atemporal	17
63158	0.997	atemporal	17
58879	0.997	atemporal	17
138615	0.997	atemporal	17
34158	1.0	temporal	17
13703	0.999	atemporal	17
49205	0.998	atemporal	17
87898	0.998	atemporal	17
31658	1.0	temporal	17
142754	0.997	atemporal	17
121150	0.999	atemporal	17
87000	0.997	atemporal	17
140579	0.998	atemporal	17
42854	0.996	atemporal	17
84458	0.996	atemporal	17
89469	0.998	atemporal	17
47123	0.998	atemporal	17
115336	0.996	atemporal	17
139748	0.999	atemporal	17
86618	0.998	atemporal	17
10325	0.996	atemporal	17
70904	0.998	atemporal	17
57370	0.996	atemporal	17
132972	0.999	atemporal	17
73535	1.0	temporal	17
2994	0.997	atemporal	17
41306	1.0	temporal	17
4003	0.998	atemporal	17
42007	0.997	atemporal	17
8762	0.996	atemporal	17
49120	0.998	atemporal	17
78784	0.998	atemporal	17
53863	0.997	atemporal	17
65433	0.998	atemporal	17
79804	1.0	temporal	17
29407	0.999	atemporal	17
29441	0.998	atemporal	17
67112	0.997	atemporal	17
41109	1.0	temporal	17
50577	0.998	atemporal	17
70143	0.996	atemporal	17
133901	0.999	atemporal	17
67947	1.0	temporal	17
118262	0.996	atemporal	17
122105	0.997	atemporal	17
85301	0.998	atemporal	17
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
29404	0.998	atemporal	18
74912	1.0	temporal	18
96842	0.997	atemporal	18
141490	0.997	atemporal	18
119564	0.997	atemporal	18
43333	0.998	atemporal	18
79824	0.998	atemporal	18
143569	0.996	atemporal	18
113108	0.997	atemporal	18
18987	0.998	atemporal	18
104389	0.997	atemporal	18
89595	0.996	atemporal	18
29278	0.996	atemporal	18
119077	0.997	atemporal	18
142712	1.0	temporal	18
126153	1.0	temporal	18
51318	0.998	atemporal	18
76334	0.998	atemporal	18
52922	0.996	atemporal	18
4321	0.997	atemporal	18
20099	0.998	atemporal	18
33237	0.998	atemporal	18
46490	0.999	atemporal	18
122601	0.997	atemporal	18
14652	0.996	atemporal	18
51471	0.997	atemporal	18
86251	0.997	atemporal	18
111862	0.998	atemporal	18
15736	0.996	atemporal	18
13621	0.997	atemporal	18
8824	0.997	atemporal	18
119656	0.997	atemporal	18
141344	0.996	atemporal	18
104820	0.998	atemporal	18
108659	0.998	atemporal	18
102844	0.997	atemporal	18
1098	0.997	atemporal	18
18847	0.997	atemporal	18
92228	0.996	atemporal	18
550	0.997	atemporal	18
20125	0.996	atemporal	18
105156	0.997	atemporal	18
134907	0.997	atemporal	18
34961	0.997	atemporal	18
104193	0.998	atemporal	18
34467	0.996	atemporal	18
844	0.996	atemporal	18
84605	0.996	atemporal	18
15149	1.0	temporal	18
51314	0.997	atemporal	18
12587	1.0	temporal	18
126285	0.998	atemporal	18
47057	0.996	atemporal	18
20537	0.997	atemporal	18
23049	0.997	atemporal	18
72801	0.997	atemporal	18
14193	0.998	atemporal	18
142189	0.996	atemporal	18
51282	1.0	temporal	18
100942	0.998	atemporal	18
41419	1.0	temporal	18
30596	0.999	atemporal	18
140032	0.996	atemporal	18
18479	0.997	atemporal	18
68487	0.998	atemporal	18
78209	0.996	atemporal	18
77648	0.996	atemporal	18
50288	0.997	atemporal	18
134420	0.998	atemporal	18
88339	0.996	atemporal	18
27042	0.998	atemporal	18
44786	0.999	atemporal	18
11710	0.999	atemporal	18
16993	0.997	atemporal	18
87319	0.997	atemporal	18
13741	0.998	atemporal	18
6847	0.997	atemporal	18
127179	0.996	atemporal	18
135923	0.997	atemporal	18
70298	1.0	temporal	18
36426	0.997	atemporal	18
80102	1.0	temporal	18
88853	0.997	atemporal	18
90810	0.997	atemporal	18
26434	0.996	atemporal	18
85322	0.998	atemporal	18
127113	0.997	atemporal	18
1234	0.996	atemporal	18
49043	0.997	atemporal	18
37208	0.996	atemporal	18
57764	0.998	atemporal	18
22253	0.996	atemporal	18
88773	0.997	atemporal	18
131984	0.998	atemporal	18
113999	1.0	temporal	18
32973	0.997	atemporal	18
74202	0.998	atemporal	18
104041	0.997	atemporal	18
83559	0.998	atemporal	18
14369	0.996	atemporal	18
106410	1.0	temporal	18
19151	0.996	atemporal	18
76392	0.997	atemporal	18
125675	0.998	atemporal	18
26731	1.0	temporal	18
70647	0.996	atemporal	18
82376	0.997	atemporal	18
25817	0.999	atemporal	18
139554	0.996	atemporal	18
9994	0.998	atemporal	18
39674	0.997	atemporal	18
12988	0.996	atemporal	18
42794	1.0	temporal	18
74072	0.997	atemporal	18
17909	0.996	atemporal	18
73488	0.997	atemporal	18
58114	0.996	atemporal	18
115290	0.996	atemporal	18
102440	0.998	atemporal	18
74148	0.996	atemporal	18
103711	0.997	atemporal	18
94034	1.0	atemporal	18
77588	0.996	atemporal	18
106984	1.0	temporal	18
32755	0.998	atemporal	18
18810	1.0	temporal	18
94309	1.0	temporal	18
71986	1.0	temporal	18
78128	1.0	temporal	18
10714	1.0	temporal	18
34578	0.998	atemporal	18
80841	1.0	temporal	18
3995	0.996	atemporal	18
83952	0.997	atemporal	18
93927	0.998	atemporal	18
82996	0.997	atemporal	18
116407	1.0	temporal	18
84237	0.996	atemporal	18
10892	0.997	atemporal	18
90646	0.996	atemporal	18
55927	0.998	atemporal	18
56033	0.997	atemporal	18
12607	0.997	atemporal	18
116281	0.997	atemporal	18
111079	0.996	atemporal	18
