Word_Offset	Word	POS	Sense_no	Gloss	Class	Prediction_Value	EndMarker(##)
10045	आपातकाल	NOUN	1	संकट या विपत्ति का समय 	neutral	0.997	##
2626	भूतकालीन	ADJECTIVE	1	जो बीते हुए समय से संबंधित हो 	present	0.373	##
1958	अँकोरी	NOUN	2	शरीर का वह भाग जो पेट और गरदन के बीच स्थित होता है 	neutral	0.997	##
19766	बेलिज़ियन	ADJECTIVE	1	बेलिज़ का या बेलिज़ से संबंधित 	present	0.384	##
234	चीखना	VERB	1	विपत्ति आदि के समय या ऐसे ही जोर से बोलना या आवाज करना 	neutral	0.997	##
198	बिदेसी	ADJECTIVE	2	जो दूसरे देश से संबंधित हो या दूसरे देश का हो 	present	0.355	##
925	पितृ_पक्ष	NOUN	1	आश्विन की कृष्ण प्रतिपदा से अमावस्या तक का पक्ष,जिसमें पितरों का श्राद्ध एवं ब्राह्मण भोजन होता है 	neutral	0.672	##
7711	मुद्रक	NOUN	1	समाचार-पत्र आदि का वह अधिकारी जिस पर उसके छापने का भार होता है और जो वैधानिक दृष्टि से उस छपी हुई वस्तु की सब बातों के लिए उत्तरदायी होता है 	neutral	0.997	##
32316	आषाढ़ीय	ADJECTIVE	1	आषाढ़ का या आषाढ़ मास से संबंधित 	present	0.384	##
1565	तहकीक	NOUN	1	वह जो न्यायसंगत, उचित और धर्म से संबंधित हो 	present	0.386	##
5162	शब्दालंकार	NOUN	1	काव्य में वह अलंकार जिसमें प्रयुक्त होने वाले शब्द से ही चमत्कार उत्पन्न हो, उसके स्थान पर उसका पर्याय रखने से वह चमत्कार न हो 	present	0.359	##
38513	२९वाँ	NOUN	1	अठाईसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि उनतीस की क्रमसूचक संख्या होती है 	past	0.323	##
11326	स्वगत	ADJECTIVE	2	मन में होने या आने वाला 	future	0.404	##
13855	दुर्ग्राही	ADJECTIVE	2	जल्दी पकड़ में न आने वाला या जिसे पकड़ना कठिन हो 	future	0.359	##
8545	एला	NOUN	1	एक सदाबहार पेड़ के फल से प्राप्त सुगन्धित बीज जो मसाले के रूप में प्रयुक्त होता है 	neutral	0.997	##
35744	फालो-ऑन_पब्लिक_ऑफर	NOUN	1	किसी निगम द्वारा बाजार में उसके शेयर पहले से ही होने के बावजूद फिर से जारी करने की क्रिया या लोगों को बेचने की क्रिया 	future	0.409	##
38513	२९वीं	NOUN	1	अठाईसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि उनतीस की क्रमसूचक संख्या होती है 	past	0.323	##
9535	फिटकिरी	NOUN	1	सफ़ेद रंग का एक खनिज पदार्थ जो प्रायः औषध के रूप में प्रयुक्त होता है 	neutral	0.997	##
1348	अनुकांक्षित	ADJECTIVE	1	जिसकी इच्छा की गई हो 	present	0.376	##
4320	बालकपन	NOUN	1	शैशव और किशोर होने के बीच की अवस्था 	neutral	0.596	##
19612	लिथुनियाई	ADJECTIVE	1	लिथुनिया का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
779	शुचि	NOUN	1	वैशाख और आषाढ़ के बीच का महीना जो अंग्रेजी महीने के मई और जून के बीच में आता है 	past	0.449	##
32498	दक्षिण_पंचाल	NOUN	1	कंपिल नगर और चंबल नदी के बीच का पांचाल देश 	neutral	0.997	##
2959	चंचला	NOUN	2	आकाश में सहसा क्षण भर के लिए दिखाई देने वाला वह प्रकाश जो बादलों में वातावरण की विद्युत शक्ति के संचार के कारण होता है 	neutral	0.997	##
2690	संग	NOUN	1	पृथ्वी के स्तर का वह कठोर पिंड या खंड जो चूने, बालू आदि के जमने से बना होता है 	neutral	0.997	##
6898	पूरब	NOUN	2	* दिक्सूचक-यंत्र का वह प्रधान बिन्दु जो नब्बे डिग्री पर होता है 	neutral	0.997	##
38504	२०वीं	NOUN	1	उन्नीसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि बीस की क्रमसूचक संख्या होती है 	past	0.323	##
35548	२०वाँ	NOUN	2	उन्नीसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि बीस की क्रमसूचक संख्या होती है 	past	0.323	##
16483	शार्दूलज	NOUN	1	एक प्रकार का गंधद्रव्य जो सीप अथवा घोंघे की जाति के एक जन्तु विशेष के ऊपरी मुख के आवरण का ढकना होता है 	neutral	0.997	##
3874	प्राब्लम	NOUN	1	वह उलझनवाली विचारणीय बात जिसका निराकरण सहज में न हो सके 	present	0.407	##
609	कमल_ककड़ी	NOUN	1	कमल का मूल जो पतले लम्बे डंठल के रूप में होता है 	neutral	0.997	##
1958	उछंग	NOUN	3	खड़े हुए मनुष्य के वक्षस्थल और कमर के बीच का वह स्थान जिस पर बच्चों को बैठाकर हाथ के घेरे से सँभाला जाता है 	neutral	0.997	##
8506	आकाशवाणी	NOUN	1	वह बात जो ईश्वर की ओर से कही हुई और आकाश से सुनाई पड़नेवाली मानी जाती है 	future	0.38	##
22556	घीक्वार	NOUN	1	एक प्रकार का पौधा जिसका औषध के रूप में प्रयोग होता है 	neutral	0.997	##
4132	नागमुख	NOUN	1	हिंदुओं के एक प्रधान एवं अग्रपूज्य देवता जिनका शरीर मनुष्य का और सिर हाथी का होता है 	neutral	0.363	##
44	अवधीरणा	NOUN	1	वह बात या कार्य जिससे किसी का मान या प्रतिष्ठा कम हो 	future	0.376	##
639	कौड़ी	NOUN	7	पुराने जमाने में वस्तु-विनिमय के लिए प्रयुक्त बहुत कम मूल्य की मुद्रा जो एक समुद्री कीड़े का कड़ा अस्थि आवरण होता है 	neutral	0.997	##
4132	गणपति	NOUN	1	हिंदुओं के एक प्रधान एवं अग्रपूज्य देवता जिनका शरीर मनुष्य का और सिर हाथी का होता है 	neutral	0.363	##
2025	रजनी	NOUN	1	सूर्यास्त और सूर्योदय के बीच का समय 	neutral	0.997	##
35707	डेल्टा	NOUN	1	नदी के मुहाने का वह तिकोना भू-भाग जहाँ से नदी, समुद्र में मिलने से पहले कई शाखाओं में बँट जाती है 	neutral	0.591	##
35600	ब्राडबैंड	ADJECTIVE	1	संप्रेषण का या उससे संबंधित विशेषकर एक विशेष इंटरनेट अभिगम से संबंधित 	present	0.386	##
3423	अमोद	NOUN	1	मन का वह भाव या अवस्था जो किसी प्रिय या अभीष्ट वस्तु के प्राप्त होने या कोई अच्छा और शुभ कार्य होने पर होता है 	neutral	0.997	##
1402	सिंधुराज	NOUN	1	महाभारत के समय का एक राजा जो दुर्योधन का बहनोई था और अर्जुन के हाथों मारा गया था 	past	0.331	##
8034	व्यवसायिक	ADJECTIVE	1	व्यापार का या व्यापार से संबंधित 	present	0.386	##
31069	अर्धोदय	NOUN	1	एक पर्व जो माघ की उस अमावस्या को होता है जो रविवार, व्यतीपात योग तथा श्रवण नक्षत्र से युक्त होती है 	neutral	0.997	##
26536	संकेत_स्थल	NOUN	1	पहले से ही निश्चित किया हुआ (प्रेमी प्रेमिका के) मिलने का स्थान 	future	0.386	##
782	हृषीकेश	NOUN	1	मार्गशीर्ष के बाद और माघ के पहले का महीना जो अंग्रेजी महीने के दिसम्बर और जनवरी के बीच में आता है 	past	0.417	##
2860	वाकया	NOUN	1	ऐसी आकस्मिक बात या घटना जिसमें कष्ट या शोक हो 	future	0.39	##
3921	सन्डे	NOUN	1	शनिवार के बाद का और सोमवार से पहले का दिन 	past	0.372	##
610	कांड	NOUN	2	धनुष के बीच का मोटा हिस्सा 	neutral	0.997	##
1013	खुशी	NOUN	2	मन का वह भाव या अवस्था जो किसी प्रिय या अभीष्ट वस्तु के प्राप्त होने या कोई अच्छा और शुभ कार्य होने पर होता है 	neutral	0.997	##
78	मिलनी	NOUN	3	विवाह के समय की एक रस्म में वर और कन्या पक्ष के लोगों के आपस में गले मिलने के बाद कन्या-पक्ष के लोगों द्वारा वर-पक्ष के लोगों को दिया जाने वाला धन 	past	0.396	##
1402	जयद्रथ	NOUN	1	महाभारत के समय का एक राजा जो दुर्योधन का बहनोई था और अर्जुन के हाथों मारा गया था 	past	0.331	##
37265	प्रारंभ_बिंदु	NOUN	1	वह बिंदु जहाँ से किसी बात या घटना की शुरुआत होती है 	future	0.414	##
26948	पशु_चिकित्सीय	ADJECTIVE	1	पशु-चिकित्सा का या पशु-चिकित्सा से संबंधित 	present	0.384	##
2040	विशृंखलित	ADJECTIVE	1	जो क्रम में न हो 	present	0.407	##
15559	विज्ञप्त	ADJECTIVE	1	जिसकी सूचना दी गई हो या जो सूचित किया हुआ हो 	present	0.335	##
2025	यामिन	NOUN	1	सूर्यास्त और सूर्योदय के बीच का समय 	neutral	0.997	##
6089	दमकल	NOUN	3	वह गाड़ी जिस पर अग्निशामक-यंत्र लदा या सेट होता है 	neutral	0.483	##
39351	नागालैंडी	ADJECTIVE	1	नागालैंड का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
1958	अँकोरी	NOUN	1	बैठे हुए व्यक्ति के सामने की कमर और घुटनों के बीच का भाग जिसमें बच्चे आदि को लिया जाता है और अधिकतर अपने पेट, सीने आदि से सटाया जाता है 	neutral	0.998	##
2087	अत्यय	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
7451	फ़रक़	NOUN	2	दो वस्तुओं या बिंदुओं के बीच का स्थान या माप 	neutral	0.997	##
37962	विषुवत	ADJECTIVE	1	बीच का या मध्य में स्थित 	future	0.356	##
3665	जीवन_काल	NOUN	1	जन्म से मृत्यु तक का समय जिसकी गणना दिनों, महीनों, वर्षों आदि में होती है 	neutral	0.997	##
565	माध्य	NOUN	1	वह जिसके द्वारा या जिसकी सहायता से कोई कार्य आदि सिद्ध होता है 	neutral	0.395	##
8068	होलिका	NOUN	2	लकड़ियों आदि का ढेर जो होली के एक दिन पहले जलाया जाता है 	neutral	0.542	##
2025	शर्वरी	NOUN	1	सूर्यास्त और सूर्योदय के बीच का समय 	neutral	0.997	##
4807	गवैहाँ	ADJECTIVE	2	गाँव का या गाँव से संबंधित 	present	0.384	##
7904	जिच्च	NOUN	2	शतरंज के खेल में वह अवस्था जब शाह को चलने या अर्दब में कोई और मोहरा चलने की जगह न हो 	present	0.384	##
299	ब्राह्मी	NOUN	4	मांसल चिकनी पत्तियोंवाला एक क्षुप जो औषध के रूप में प्रयुक्त होता है 	neutral	0.997	##
2690	शिला	NOUN	1	पृथ्वी के स्तर का वह कठोर पिंड या खंड जो चूने, बालू आदि के जमने से बना होता है 	neutral	0.997	##
2087	देहावसा	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
609	भसींडा	NOUN	1	कमल का मूल जो पतले लम्बे डंठल के रूप में होता है 	neutral	0.997	##
3373	वटुक	NOUN	5	उपनयन संस्कार योग्य होने के बाद से समावर्तन-संस्कार की उम्र तक का लड़का 	past	0.344	##
34417	धुलेंडी	NOUN	1	हिंदुओं का एक त्योहार जो होली के जलने के दूसरे दिन चैत बदी प्रथमा को होता है और जिसमें सवेरे के समय लोग एक दूसरे पर कीचड़, धूल आदि और संध्या को अबीर, गुलाल आदि डालते हैं 	neutral	0.998	##
25582	उज़्बैक	ADJECTIVE	1	उज़बेकिस्तान का या उससे संबंधित 	future	0.373	##
2073	जिया	NOUN	1	शरीर की वह आंतरिक अमूर्त सत्ता जिसमें भले-बुरे का ठीक और स्पष्ट ज्ञान होता है 	future	0.423	##
9535	सिन्धुसंभवा	NOUN	1	सफ़ेद रंग का एक खनिज पदार्थ जो प्रायः औषध के रूप में प्रयुक्त होता है 	neutral	0.997	##
25582	उज़्बेक	ADJECTIVE	1	उज़बेकिस्तान का या उससे संबंधित 	future	0.373	##
25582	उज़्बेग	ADJECTIVE	1	उज़बेकिस्तान का या उससे संबंधित 	future	0.373	##
1013	प्रसन्नता	NOUN	2	मन का वह भाव या अवस्था जो किसी प्रिय या अभीष्ट वस्तु के प्राप्त होने या कोई अच्छा और शुभ कार्य होने पर होता है 	neutral	0.997	##
29117	निर्वात	ADJECTIVE	1	बिना हवा का या जिसमें वात न हो 	present	0.383	##
8545	इलायची_दाना	NOUN	1	एक सदाबहार पेड़ के फल से प्राप्त सुगन्धित बीज जो मसाले के रूप में प्रयुक्त होता है 	neutral	0.997	##
11077	परिपार्श्व	NOUN	3	पहले की वे बातें या परिस्थितियाँ जिनके आगे या सामने कोई नई विशेष बात या घटना हो और जिसके साथ मिलान करने पर उस बात या घटना का रूप स्पष्ट होता हो 	future	0.408	##
963	गुल	NOUN	2	पौधों में वह अंग जो गोल या लंबी पंखुड़ियों का बना होता है और जिसमें फल उत्पन्न करने की शक्ति होती है 	neutral	0.997	##
22498	हैदराबादी	ADJECTIVE	1	हैदराबाद का या उससे संबंधित 	future	0.373	##
25315	भाग्यवाद	NOUN	1	यह सिद्धांत कि जो कुछ भी होता है वह भाग्य के अनुसार ही होता है 	future	0.428	##
14275	बगली	ADJECTIVE	1	बगल का या बगल से संबंधित 	present	0.384	##
8739	चंद्रवंशी	ADJECTIVE	1	चंद्रवंश का या चंद्रवंश से संबंधित 	present	0.384	##
29117	वायुरहित	ADJECTIVE	1	बिना हवा का या जिसमें वात न हो 	present	0.383	##
32851	सूक्ष्म_शरीर	NOUN	1	हिन्दू शास्त्रों के अनुसार मृत्यु के उपरान्त प्राणी की आत्मा को आवृत्त रखनेवाला शरीर जो पाँचों प्राणों, पाँचों ज्ञानेन्द्रियों, पाँचों सूक्ष्मभूतों, मन, बुद्धि और अहंकार से युक्त होता है परन्तु स्थूल अन्नमय कोश से रहित होता है 	neutral	0.673	##
1286	सामाजिक_काम	NOUN	1	वह कार्य जो समाज से संबंधित हो 	present	0.392	##
19419	रोमानियन	ADJECTIVE	1	रूमानिया का या रूमानिया के निवासी, वहाँ की भाषा, संस्कृति आदि से संबंधित 	present	0.385	##
11698	महर	NOUN	3	मुसलमानों में वह धन-सम्पत्ति जो विवाह के समय वर पक्ष से वधू को मिलता है 	neutral	0.424	##
2302	राष्ट्रीय	ADJECTIVE	2	राष्ट्र का या राष्ट्र से संबंधित 	present	0.384	##
995	नैसर्गिक_घटना	NOUN	1	वह घटना जो प्रकृति से संबंधित हो 	present	0.393	##
2785	आजकल	ADVERB	1	आधुनिक या वर्तमान समय में 	present	0.408	##
6972	राष्ट्रिक	ADJECTIVE	1	राष्ट्र का या राष्ट्र से संबंधित 	present	0.384	##
3067	मानसिक_प्रक्रिया	NOUN	1	वह प्रक्रिया जो मन से संबंधित हो 	present	0.392	##
2257	अकालिक	ADJECTIVE	1	जो नियत समय से पूर्व या बाद में हो 	neutral	0.321	##
4580	आंचलीय	ADJECTIVE	1	क्षेत्र का या क्षेत्र से संबंधित 	present	0.384	##
36093	लाइसेंस_प्लेट	NOUN	1	मोटर वाहनों के आगे तथा पीछे लगा वह चौकोर, गोल आदि प्लेट जिस पर कोई विशेष नंबर लिखा होता है और जो उसकी पंजीकरण संख्या दर्शाती है जो उस वाहन की पहचान होती है 	neutral	0.997	##
2785	संप्रति	ADVERB	2	इसी समय या इस वक़्त या इस क्षण 	present	0.408	##
22207	काल्ह	ADVERB	1	आज से एक दिन पहले के बीते हुए दिन को 	past	0.398	##
1742	परसों	NOUN	2	आगामी कल के बाद वाला दिन 	past	0.36	##
22168	अपूर्णभूतकालिक_क्रिया	NOUN	1	व्याकरण में क्रिया का वह भूतकाल जिसमें क्रिया की समाप्ति न हो 	present	0.383	##
39367	भोजपुरिया	ADJECTIVE	1	भोजपुर का या वहाँ की भाषा, संस्कृति, निवासी आदि से संबंधित 	present	0.385	##
1748	बुधवार	NOUN	1	सात वारों में से एक जो मंगलवार के बाद और गुरुवार के पहले होता है 	past	0.404	##
2025	इन्द्र	NOUN	1	सूर्यास्त और सूर्योदय के बीच का समय 	neutral	0.997	##
2817	अमर्ष	NOUN	1	चित्त का वह उग्र भाव जो कष्ट या हानि पहुँचाने वाले अथवा अनुचित काम करने वाले के प्रति होता है 	neutral	0.738	##
33735	वैमानिक	ADJECTIVE	1	विमान का या विमान से संबंधित 	present	0.384	##
1628	पर्णसि	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
21399	मेसोपोटामिया	NOUN	1	ईराक के आसपास का वह क्षेत्र जो प्राचीन काल में बहुत समृद्ध था और वहाँ की सभ्यता इतिहास प्रसिद्ध है 	neutral	0.631	##
882	धूरसझा	NOUN	1	सूर्यास्त होने से पहले और बाद के तीस क्षणों के बीच का समय जब चरकर लौटती हुई गौओं के खुरों से धूल उड़ती रहती है 	neutral	0.998	##
38457	सात्त्विक	NOUN	1	नाट्य-शास्त्र के अनुसार चार प्रकार के अभिनयों में से एक जिसमें केवल सात्त्विक भावों का प्रदर्शन होता है 	neutral	0.524	##
3230	आँख_की_पुतली	NOUN	1	आँख के बीच का काला भाग 	neutral	0.997	##
2789	अधेड़	ADJECTIVE	1	ढलती जवानी का या बुढ़ापे और जवानी के बीच का 	neutral	0.997	##
35597	राजकोषीय	ADJECTIVE	1	राजकीय कोष का या उससे संबंधित 	future	0.371	##
851	जन्मकाल	NOUN	1	जन्म होने का समय या वह समय जब किसी का जन्म होता है 	neutral	0.997	##
4132	आखुवाहन	NOUN	1	हिंदुओं के एक प्रधान एवं अग्रपूज्य देवता जिनका शरीर मनुष्य का और सिर हाथी का होता है 	neutral	0.363	##
19419	रूमानियन	ADJECTIVE	1	रूमानिया का या रूमानिया के निवासी, वहाँ की भाषा, संस्कृति आदि से संबंधित 	present	0.385	##
3294	टीबी	NOUN	1	एक संक्रामक रोग जो एक प्रकार के बैक्टिरिया के साँस या भोजन के साथ शरीर में प्रवेश करने से होता है और जो बुखार तथा छोटे घावों के रूप में प्रकट होता है (विशेषकर फेफड़ों में लेकिन तीव्र अवस्था में शरीर के अन्य भागों में भी)। इसमें रोगी का फेफड़ा या संक्रमित अंग सड़ता जाता है और सारा शरीर धीरे-धीरे कमज़ोर हो जाता है 	neutral	0.998	##
2362	पूर्व_कालीन	ADJECTIVE	1	इस समय से पहले का या जो पूर्व काल से संबंधित हो 	future	0.34	##
2362	पूर्व_कालिक	ADJECTIVE	1	इस समय से पहले का या जो पूर्व काल से संबंधित हो 	future	0.34	##
1996	अप्रधान	ADJECTIVE	2	* जो मूल या प्राथमिक पर निर्भर हो या उससे संबंधित हो 	present	0.388	##
19480	आस्ट्रियाई	ADJECTIVE	2	आस्ट्रियाई भाषा का या आस्ट्रियाई भाषा से संबंधित 	present	0.384	##
35804	फिक्स्ड_डिपॉज़िट	NOUN	1	वह समझौता जिसके तहत कोई व्यक्ति अपने नाम पर निश्चित समय के लिए निश्चित राशि जमा करता है जिस पर कुछ नियम और शर्तों के अनुसार निर्धारित दर पर ब्याज मिलता है 	neutral	0.997	##
10267	शुभ्र	NOUN	4	सफ़ेद रंग का एक खनिज पदार्थ जो प्रायः औषध के रूप में प्रयुक्त होता है 	neutral	0.997	##
19465	अलबानियाई	ADJECTIVE	1	अलबानिया का या अलबानिया से संबंधित 	present	0.384	##
26536	सङ्केत_स्थल	NOUN	1	पहले से ही निश्चित किया हुआ (प्रेमी प्रेमिका के) मिलने का स्थान 	future	0.386	##
31707	विरोह	NOUN	1	जैन मतानुसार उतार का समय जिसमें रूपादि का क्रमशः ह्रास होता है 	neutral	0.997	##
12289	भूमध्यसागर	NOUN	1	यूरोप तथा अफ्रीका के बीच का समुद्र 	neutral	0.997	##
36093	लाइसेन्स_प्लेट	NOUN	1	मोटर वाहनों के आगे तथा पीछे लगा वह चौकोर, गोल आदि प्लेट जिस पर कोई विशेष नंबर लिखा होता है और जो उसकी पंजीकरण संख्या दर्शाती है जो उस वाहन की पहचान होती है 	neutral	0.997	##
7240	ब्राह्मबेला	NOUN	1	सूर्योदय के दो घड़ी पहले का समय 	past	0.422	##
2359	आयंदा	ADJECTIVE	1	आगे आने वाला या उससे संबंधित 	future	0.379	##
33352	तीसरा_प्रहर	NOUN	1	दिन का वह समय जब छाया पश्चिम से पूर्व की ओर मुड़ती है 	neutral	0.997	##
2025	तन्यतु	NOUN	1	सूर्यास्त और सूर्योदय के बीच का समय 	neutral	0.997	##
38504	20वीं	NOUN	1	उन्नीसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि बीस की क्रमसूचक संख्या होती है 	past	0.323	##
35548	20वाँ	NOUN	2	उन्नीसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि बीस की क्रमसूचक संख्या होती है 	past	0.323	##
4035	सम्प्रेषण	NOUN	1	वह जो लोगों और समूहों के बीच संप्रेषित होता है 	neutral	0.463	##
35623	कमेंटरी	NOUN	1	विशेषकर दूरदर्शन या रेडियो पर बताया जाने वाला किसी घटना का वह आँखों देखा मौखिक विवरण जो उस समय बताया जाता है जब वह घटना घटती रहती है 	neutral	0.631	##
31073	दस_करोड़	NOUN	2	अंकों के स्थानों की गिनती में इकाई की ओर से गिनने पर नौवें स्थान पर की संख्या जिसमें दस करोड़ गुणित का बोध होता है 	neutral	0.764	##
4132	विघ्ननायक	NOUN	1	हिंदुओं के एक प्रधान एवं अग्रपूज्य देवता जिनका शरीर मनुष्य का और सिर हाथी का होता है 	neutral	0.363	##
3116	आवाती	NOUN	2	वह समय जब सौदे की उम्मीद की जाती है 	neutral	0.997	##
27247	सेलेनियम	NOUN	1	एक रासायनिक तत्त्व जो गंधक और टेल्लुरियम से संबंधित होता है 	present	0.418	##
2087	इंतकाल	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
10053	विशेष्य	NOUN	1	व्याकरण में वह संज्ञा जिसके साथ कोई विशेषण लगा हो 	present	0.343	##
4132	विघ्ननाशन	NOUN	1	हिंदुओं के एक प्रधान एवं अग्रपूज्य देवता जिनका शरीर मनुष्य का और सिर हाथी का होता है 	neutral	0.363	##
4132	विघ्ननाशक	NOUN	1	हिंदुओं के एक प्रधान एवं अग्रपूज्य देवता जिनका शरीर मनुष्य का और सिर हाथी का होता है 	neutral	0.363	##
28316	नौका_घर	NOUN	1	वह नौका जिसका उपयोग आवास के रूप में होता है या जो घर की तरह होता है 	neutral	0.997	##
3508	अङ्गसम्बन्धी	ADJECTIVE	1	जो अंग से संबंधित हो 	present	0.397	##
3387	रूप_रंग	NOUN	1	किसी वस्तु की वे बाहरी और दृश्य बातें जिनसे उसकी लंबाई, चौड़ाई, प्रकार, स्वरूप आदि का ज्ञान होता है 	future	0.431	##
10268	सैन्धव	ADJECTIVE	2	सिंध प्रदेश का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.38	##
913	चांद्रमास	NOUN	1	हिंदू पंचाँग का महीना जो चंद्रमा की गति पर आधारित होता है और उतने दिन का होता है,जितने चन्द्रमा को पृथ्वी की एक बार परिक्रमा करने में लगते हैं 	past	0.438	##
3775	उत्तर	ADJECTIVE	2	उत्तर का या उत्तर से संबंधित 	present	0.385	##
1858	गुप्त-द्वार	NOUN	1	महलों आदि में बना वह गुप्त या छिपा द्वार जो सार्वजनिक नहीं होता है और जिसके बारे में सिर्फ वहाँ रहनेवाले कुछ ख़ास लोगों को पता होता है 	neutral	0.997	##
32851	अंतःशरीर	NOUN	1	हिन्दू शास्त्रों के अनुसार मृत्यु के उपरान्त प्राणी की आत्मा को आवृत्त रखनेवाला शरीर जो पाँचों प्राणों, पाँचों ज्ञानेन्द्रियों, पाँचों सूक्ष्मभूतों, मन, बुद्धि और अहंकार से युक्त होता है परन्तु स्थूल अन्नमय कोश से रहित होता है 	neutral	0.673	##
4049	गंडस्थल	NOUN	1	कान और आँख के बीच का स्थान 	neutral	0.997	##
32867	परस्मैपद	NOUN	1	संस्कृत व्याकरण में धातु में लगने वाले दो प्रत्ययों में से एक के लगने पर मिलने वाला वह क्रिया पद जिसके कार्य का फल दूसरों को मिलता है 	past	0.303	##
44	अपमान	NOUN	1	वह बात या कार्य जिससे किसी का मान या प्रतिष्ठा कम हो 	future	0.376	##
9514	प्रवर्त्तित	ADJECTIVE	2	जो चल रहा हो या जिसकी शुरूवात हुई हो या की गई हो 	present	0.38	##
6762	उत्तरा_फाल्गुनी	NOUN	1	वह समय जब चंद्रमा उत्तरा-फाल्गुनी नक्षत्र में होता है 	neutral	0.997	##
39478	एकेश्वरवादी	ADJECTIVE	1	एकेश्वरवाद का या उससे संबंधित 	future	0.371	##
662	फल	NOUN	8	फलित ज्योतिष में ग्रहों की स्थिति और योग का परिणाम जोकि दुख या सुख के रूप में होता है 	neutral	0.997	##
33915	स्पञ्ज	NOUN	1	कुछ समुद्री कीड़ों के आंतरिक हड्डियों का वह ढाँचा जो कोमल तंतुओं के पिंड के रूप में होता है और जिसमें बहुत छोटे-छोटे छेद होते हैं 	neutral	0.998	##
5844	लार्वा	NOUN	1	अधिकतर अकशेरूक, उभयचर और मछली आदि का स्वतंत्र जीने वाला वह अविकसित रूप जो उनके अंडे से निकलने के बाद तथा प्यूपा में रूपान्तरित होने से पूर्व का होता है 	past	0.384	##
20418	काशेय	ADJECTIVE	1	बनारस या काशी का या उससे संबंधित 	future	0.377	##
3692	अश्वयुज	NOUN	1	भारतीय महीनों में भाद्रपद के बाद और कार्तिक के पहले का महीना जो अंग्रेजी महीने के सितम्बर और अक्टूबर के बीच में आता है 	past	0.423	##
652	वृत्ति	NOUN	1	किसी विषय, बात या घटना की कोई विशेष स्थिति 	future	0.393	##
486	मसीही	ADJECTIVE	1	जो ईसा से संबंधित हो 	present	0.397	##
19754	आहनी	ADJECTIVE	1	लोहे का या लोहे से संबंधित 	present	0.372	##
1628	वनरुह	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
18698	मालाबारी	ADJECTIVE	1	मालाबार का या वहाँ के निवासी, भाषा, संस्कृति आदि से संबंधित 	present	0.382	##
15937	अनन्तिम	ADJECTIVE	1	जो सबसे बाद का न हो 	present	0.369	##
19526	एस्टोनियन	ADJECTIVE	1	स्टोनिया का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
8852	जन्मपत्र	NOUN	1	फलित ज्योतिष के अनुसार वह चक्र जिसमें किसी के जन्म के समय के ग्रहों की स्थिति लिखी रहती है 	neutral	0.997	##
37053	इहवादी	ADJECTIVE	1	इहवाद का या इहवाद से संबंधित 	present	0.384	##
2073	अंतरात्मा	NOUN	1	शरीर की वह आंतरिक अमूर्त सत्ता जिसमें भले-बुरे का ठीक और स्पष्ट ज्ञान होता है 	future	0.423	##
19465	अल्बानियाई	ADJECTIVE	1	अलबानिया का या अलबानिया से संबंधित 	present	0.384	##
47	जोग	NOUN	19	वह शब्द जिससे किसी वस्तु, व्यक्ति आदि का बोध हो या वह पुकारा जाए 	present	0.373	##
1589	उत्तरकाल	NOUN	1	आने वाला काल या समय 	future	0.391	##
36132	सीट_बुक_करना	VERB	1	किसी प्रतियोगिता आदि में या किसी प्रतियोगिता आदि के किसी विशेष वर्ग में प्रवेश पाना 	neutral	0.997	##
19440	भगवान_नृसिंह	NOUN	1	भगवान विष्णु के चौथे अवतार का वह रूप जो आधे पुरुष और आधे सिंह के रूप में था 	neutral	0.997	##
2073	अन्तर	NOUN	5	दो वस्तुओं या बिंदुओं के बीच का स्थान या माप 	neutral	0.997	##
7073	बक़रीद	NOUN	1	मुसलमानों का एक त्योहार जो जिलहिल मास की दसवीं तारीख को होता है 	neutral	0.997	##
3423	अनंद	NOUN	1	मन का वह भाव या अवस्था जो किसी प्रिय या अभीष्ट वस्तु के प्राप्त होने या कोई अच्छा और शुभ कार्य होने पर होता है 	neutral	0.997	##
