Word_Offset	Word	POS	Sense_no	Gloss	Class	Prediction_Value	EndMarker(##)
9855	मेरुरज्जा	NOUN	1	केंद्रीय नाड़ी संस्थान का वह भाग जो कशेरुका-नाल के भीतर स्थित रहता है 	present	0.994	##
32675	महावट	NOUN	2	माघ माह में होनेवाली वर्षा 	neutral	0.996	##
33781	तारक_मंत्र	NOUN	1	ओम रामाय नमः नामक भगवान राम का षडक्षर मंत्र 	present	0.667	##
7618	देवासुर_संग्राम	NOUN	1	देवताओं और असुरों के बीच का संग्राम जो समुद्र मंथन के समय हुआ था 	past	0.995	##
22797	चोर-पुष्पिका	NOUN	1	शंखपुष्पी का पुष्प जो शंख की तरह होता है 	present	0.994	##
18838	एकशफ	NOUN	1	वह पशु जिसके खुर फटे न हों 	neutral	0.996	##
6167	अक़ल	NOUN	1	सोचने समझने और निश्चय करने की वृत्ति या मानसिक शक्ति 	present	0.667	##
4655	खाना	VERB	4	वस्तु, समय आदि का सही उपयोग न करना 	neutral	0.996	##
7115	बहल	NOUN	1	रथ की तरह की एक बैल-गाड़ी 	neutral	0.996	##
2706	पजौड़ापन	NOUN	1	अधम या नीच होने की अवस्था या भाव 	neutral	0.842	##
26411	प्लीहोदरी	NOUN	1	जिसे प्लीहा या तिल्ली का रोग हुआ हो 	past	0.995	##
1586	विलंबतः	ADVERB	1	विलंब से 	past	0.954	##
10933	कहलाना	VERB	2	कहने का काम दूसरे से कराना 	neutral	0.813	##
28164	मीठा_जलीय_पक्षी	NOUN	1	* मीठे जल में या उसके आस-पास रहनेवाला पक्षी 	neutral	0.996	##
25979	धातुपुष्पी	NOUN	1	औषध के काम आनेवाले एक जंगली पेड़ का फूल 	neutral	0.996	##
1446	दिमागदार	ADJECTIVE	1	जिसमें बहुत बुद्धि या समझ हो 	neutral	0.996	##
37912	एनडीए	NOUN	1	भारत के केंद्र में दक्षिणपंथी राजनीतिक दलों का संगठन 	neutral	0.996	##
3257	चिकचिक	NOUN	4	चिक-चिक की आवाज 	neutral	0.996	##
4124	नह	NOUN	1	हाथों तथा पैरों की उँगलियों के ऊपरी तल का वह सफेद अंश जो कड़ा और तेज धार वाला होता है 	present	0.994	##
8772	कर्णीजप	NOUN	1	चुगली करनेवाला व्यक्ति 	neutral	0.996	##
1042	सिविल_वॉर	NOUN	1	वह आपसी युद्ध या लड़ाई जो किसी राष्ट्र के नागरिकों में होती है 	present	0.994	##
18318	तितरी	ADJECTIVE	1	तीन लड़कों के बाद जन्म लेने वाली ( कन्या) 	neutral	0.996	##
37249	यति-भंग	NOUN	1	छंद में यति निश्चित स्थान पर न होने का दोष 	present	0.667	##
248	विश्वस्त	ADJECTIVE	1	जिसका विश्वास किया जा सके या जिस पर विश्वास हो 	neutral	0.996	##
6195	अर्द्धभास्कर	NOUN	1	वह समय जब सूर्य मध्य आकाश में पहुँचता है 	neutral	0.996	##
38911	फर्स्ट_वर्ल्ड-वार	NOUN	1	उन्नीस सौ चौदह से उन्नीस सौ उन्नीस तक यूरोप, एशिया व अफ्रीका तीन महाद्वीपों में जल, थल तथा आकाश में लड़ी गई लड़ाई 	future	0.989	##
255	नंबर	NOUN	2	पत्र, पत्रिका आदि का कोई प्रकाशन जो अपने नियत समय पर एक बार में हुआ हो 	past	0.995	##
7652	मिनट	NOUN	1	एक घंटे का साठवाँ भाग या साठ सेकंड का समय 	neutral	0.996	##
15092	नोइनी	NOUN	1	दुहते समय गाय, भैंस आदि के पैरों को बाँधने की रस्सी 	neutral	0.996	##
5544	जोबन	NOUN	2	वह समय जब कोई जवान हो 	neutral	0.996	##
7719	मुहूरत	NOUN	2	निर्दिष्ट क्षण या समय 	neutral	0.842	##
4878	पिंडमूलक	NOUN	2	एक पौधा जिसका कंद मीठा होता है 	neutral	0.996	##
6010	तेज़	ADJECTIVE	5	जिसका दाम या भाव पहले से बढ़ गया हो 	neutral	0.996	##
23338	सफेद_कान_बुलबुल	NOUN	1	एक प्रकार की बुलबुल 	neutral	0.996	##
4124	नख	NOUN	1	हाथों तथा पैरों की उँगलियों के ऊपरी तल का वह सफेद अंश जो कड़ा और तेज धार वाला होता है 	present	0.994	##
19985	नीदरलैंड_गुएना	NOUN	1	दक्षिण अमरीका का एक देश 	neutral	0.842	##
37840	घन-गर्जन	NOUN	1	बादलों की गड़गड़ाहट 	neutral	0.842	##
32637	जैसा	ADVERB	1	जिस तरह से 	neutral	0.996	##
7161	सदैव	ADVERB	1	हर एक पल या हर समय 	present	0.667	##
32637	जैसे	ADVERB	1	जिस तरह से 	neutral	0.996	##
5169	चराई	NOUN	1	वह भूमि जो पशुओं के चरने के लिए खाली छोड़ दी गई हो 	present	0.849	##
36820	दिल-ओ-दिमाग़	NOUN	1	दिल और दिमाग़ 	neutral	0.996	##
298	असृक्	NOUN	1	शरीर की नसों में बहने वाला लाल रंग का तरल पदार्थ 	neutral	0.996	##
24387	ब्रातिस्लावा	NOUN	1	स्लोवाकिया की राजधानी 	neutral	0.996	##
3871	शहर	NOUN	1	मनुष्य की वह बस्ती जो गाँव और कस्बे से बहुत बड़ी होती है और जिसमें सब तरह के बहुत-से लोग रहते और बाज़ार होते हैं 	present	0.994	##
17197	तेज़ाबी	ADJECTIVE	2	तेजाब की सहायता से बनाया या ठीक किया हुआ 	past	0.995	##
38242	पंजाब_आर्मी	NOUN	1	सिख साम्राज्य के महाराजा रणजीत सिंह की फ़ौज जिसने अट्ठारह सौ एक से अट्ठारह सौ उनचास तक देश की रक्षा की 	neutral	0.996	##
5163	चयित	ADJECTIVE	1	जिसका चयन या चुनाव किया गया हो 	neutral	0.996	##
4256	एग्जाम	NOUN	1	किसी की योग्यता या ज्ञान को परखने के लिए उससे प्रश्न पूछने की क्रिया जिसके आधार पर उसको उत्तीर्ण या अनुत्तीर्ण किया जाता है 	neutral	0.996	##
13540	कत्थक	NOUN	2	उत्तर प्रदेश में प्रचलित नृत्य की एक शैली 	neutral	0.996	##
31860	प्रास्थानिक	NOUN	1	वह वस्तु जो यात्रा के समय शुभ समझी जाती है 	present	0.849	##
13282	प्रभावशाली	ADJECTIVE	1	अपना काम या प्रभाव दिखलानेवाला 	neutral	0.842	##
2701	अशील	ADJECTIVE	3	बुरे या निंदनीय चरित्रवाला 	neutral	0.996	##
2302	नैशनल	ADJECTIVE	1	* जो राष्ट्रीयता से संबंधित हो 	present	0.994	##
24106	बाल्यग्रन्थि	NOUN	1	गले के निचले भाग में स्थित एक वाहिनीविहीन ग्रंथि 	neutral	0.996	##
2434	अनीप्सित	ADJECTIVE	1	जिसकी इच्छा न की गई हो या जो इच्छित न हो 	present	0.826	##
4048	पूतदारु	NOUN	2	पलाश के वृक्ष से प्राप्त लाल पुष्प 	neutral	0.996	##
4554	आक्रंद	NOUN	4	रोने से उत्पन्न शब्द 	neutral	0.996	##
30744	पूति-मेद	NOUN	1	एक प्रकार के खैर का वृक्ष 	neutral	0.996	##
5169	चरनी	NOUN	1	वह भूमि जो पशुओं के चरने के लिए खाली छोड़ दी गई हो 	present	0.849	##
15663	कँखवारी	NOUN	1	काँख में होनेवाला फोड़ा 	neutral	0.996	##
7240	ब्राह्ममुहूर्त	NOUN	1	सूर्योदय के दो घड़ी पहले का समय 	neutral	0.842	##
36543	बगटुट	ADJECTIVE	1	जिसकी बाग या लगाम छोड़ दी गई हो और इसीलिए जो बहुत तेजी से दौड़ा जा रहा हो 	present	0.849	##
248	विश्वसित	ADJECTIVE	1	जिसका विश्वास किया जा सके या जिस पर विश्वास हो 	neutral	0.996	##
4717	पेश_करना	VERB	5	*किसी के दिमाग़ में लाना 	neutral	0.813	##
7169	कड़ी_सर्दी	NOUN	1	वह मौसम जब कड़ाके की ठंड पड़ती है 	neutral	0.842	##
7753	अभियान	NOUN	1	कोई बहुत बड़ा उद्देश्य सिद्ध करने के लिए निकलने या चल पड़ने की क्रिया 	neutral	0.996	##
26734	उद्घाटन-समारोह	NOUN	1	किसी कार्य आदि के उद्घाटन के समय आयोजित समारोह 	neutral	0.996	##
3477	झाँकर	NOUN	1	घने और कांटेदार पौधों या झाड़ियों का घना समूह 	neutral	0.996	##
172	कसूरवार	ADJECTIVE	1	जिसने कोई ऐसा अपराध किया हो जो विधि या विधान के विरुद्ध हो 	past	0.5	##
3477	झाँखर	NOUN	1	घने और कांटेदार पौधों या झाड़ियों का घना समूह 	neutral	0.996	##
5287	वार्निंग	NOUN	1	चेताने या सावधान करने के लिए कही जाने वाली बात 	neutral	0.996	##
14579	विष्णु-कान्ता	NOUN	2	रतालू का पौधा 	neutral	0.996	##
6010	तेज़	ADJECTIVE	7	बहुत अधिक या बढ़-चढ़कर बोलने वाला 	neutral	0.842	##
28990	बेहनौर	NOUN	1	धान का बियाड़ 	neutral	0.996	##
4853	अनिवर्ती	ADJECTIVE	2	जो वीरतापूर्वक कोई काम करे 	present	0.994	##
1979	बकतर	NOUN	1	लोहे आदि का बना वह आवरण जो लड़ाई के समय हथियारों से योद्धा को सुरक्षा प्रदान करता है 	present	0.994	##
1818	दोषपूर्णता	NOUN	1	अपराध पूर्ण होने की अवस्था या भाव 	neutral	0.996	##
8164	शाम	NOUN	2	आखिरी या अंत समय 	neutral	0.996	##
35053	सैन्य_अधिकारी	NOUN	1	जो सेना में अधिकारी हो यो किसी उच्च पद पर नियुक्त हो 	present	0.994	##
36819	लीप_सेकेंड	NOUN	1	आण्विक घड़ी के आधार पर समय मापने और पृथ्वी के चक्कर लगाने के आधार पर समय मापने में हुए अंतर को ख़त्म करने के लिए ग्रीनविच मीन टाइम में जोड़ा या घटाया जाने वाला एक सेकंड 	neutral	0.996	##
174	तिजहरिया	NOUN	1	दोपहर के बाद का समय या दिन का तीसरा पहर 	neutral	0.996	##
244	धमकाना	VERB	1	धमकी देते हुए डराना 	neutral	0.813	##
35990	सीआरपीएफ	NOUN	1	भारत सरकार के गृह मंत्रालय के संरक्षण में कार्य करने वाली एक अर्द्धसैनिक सुरक्षा एजेंसी या बल 	neutral	0.996	##
16175	स्थल-कुमुद	NOUN	2	एक मझोले आकार के पेड़ का फूल जो पीला, सफेद या लाल होता है 	present	0.994	##
3721	समझाना	VERB	4	कोई बात अच्छी तरह से किसी के मन में बैठाना 	neutral	0.996	##
3823	उद्वेग	NOUN	2	किसी विकट या चिंताजनक घटना के कारण लोगों को होनेवाला भय जिसके फलस्वरूप लोग अपनी रक्षा के उपाय सोचने लगते है 	neutral	0.996	##
5953	तांगा	NOUN	1	दो पहियों की एक प्रकार की घोड़ा-गाड़ी 	neutral	0.996	##
15270	शिलांग	NOUN	1	मेघालय राज्य की राजधानी एवं प्रमुख नगर 	neutral	0.996	##
16854	खुदाई	ADJECTIVE	1	खुदा से संबंधित 	past	0.954	##
20352	ट्यूनेशिया	NOUN	1	उत्तर पश्चिमी अफ्रीका का एक देश 	neutral	0.996	##
22943	उत्तरी	ADJECTIVE	1	उत्तर का या उत्तर से संबंधित 	neutral	0.996	##
36614	दर्दनाशक_दवा	NOUN	1	अफ़ीम से बनाई गई एक औषधि जिसका उपयोग खाँसी तथा पीड़ा दूर करने के लिए होता है 	future	0.989	##
15270	शिलाँग	NOUN	1	मेघालय राज्य की राजधानी एवं प्रमुख नगर 	neutral	0.996	##
22602	ताम्रिका	NOUN	1	एक प्रकार की बेल 	neutral	0.996	##
1446	अमूढ़	ADJECTIVE	1	जिसमें बहुत बुद्धि या समझ हो 	neutral	0.996	##
910	आवेशपूर्ण	ADJECTIVE	1	जो आवेश से भरा हो 	present	0.994	##
9142	दूरदर्शिता	NOUN	1	दूर की बात सोचने या समझने का गुण 	neutral	0.996	##
1965	दिन	NOUN	3	चौबीस घंटे में से वह समय जो सोने के बाद काम करने में गुज़रता है 	present	0.994	##
19098	अमका	ADJECTIVE	1	कोई अनिश्चित या अकथित 	neutral	0.996	##
36371	केंद्रीय_स्नायुतन्त्र	NOUN	1	कशेरुकी जंतुओं के तंत्रिकातंत्र का वह भाग जिसमें मस्तिष्क और मेरुरज्जु आते हैं 	neutral	0.996	##
35616	हाइब्रिड	ADJECTIVE	1	जिसे चलाने के लिए एक दूसरे से अलग, दो या दो से अधिक ऊर्जा के स्रोत उपयोग में लाए जाते हैं 	neutral	0.996	##
679	अभिषङ्ग	NOUN	1	पराजित होने की अवस्था या भाव 	neutral	0.996	##
7905	एलाउन्स	NOUN	1	वह दैनिक या मासिक व्यय जो किसी कर्मचारी को यात्रा आदि के समय या कोई अतिरिक्त कार्य करने के लिए मिलता है 	present	0.994	##
8010	आनक_दुंदुभि	NOUN	2	एक प्रकार का बड़ा नगाड़ा 	neutral	0.996	##
33765	इन्द्रवृद्ध	NOUN	1	एक तरह की फुंसी 	neutral	0.996	##
2894	शुभ_संदेश	NOUN	1	वह समाचार जो शुभ या अच्छा हो 	past	0.5	##
20610	सवालिया	ADJECTIVE	2	जो पाठक या श्रोता से उत्तर की अपेक्षा रखता हो (वाक्य) 	present	0.994	##
1792	प्रधान_अध्यापक	NOUN	1	विद्यालय के अध्यापकों में मुख्य 	neutral	0.996	##
33514	सम्प्राप्ति-काल	NOUN	1	(शरीर विज्ञान) वह समय जिसके दौरान कोई रोगाणु शरीर में पहुँचकर उस रोग को परिपक्व करता है और उस रोग के बाह्य लक्षण दिखने लगते हैं 	neutral	0.996	##
38911	फर्स्ट_वर्ल्ड-वॉर	NOUN	1	उन्नीस सौ चौदह से उन्नीस सौ उन्नीस तक यूरोप, एशिया व अफ्रीका तीन महाद्वीपों में जल, थल तथा आकाश में लड़ी गई लड़ाई 	future	0.989	##
679	अभिषंग	NOUN	4	प्रिय व्यक्ति की मृत्यु या वियोग के कारण मन में होने वाला परम कष्ट 	neutral	0.996	##
36606	रक्ताल्पताजन्य	ADJECTIVE	1	अरक्तता के कारण होने वाला 	neutral	0.996	##
18575	जमा_कर्त्ता	ADJECTIVE	1	जमा करने वाला 	neutral	0.996	##
15674	गोपवल्ली	NOUN	1	एक बहुवर्षीय औषधीय लता जो पाँच से पंद्रह फुट लंबी होती है और जिसकी जड़ से कपूर मिले हुए चंदन-सी गंध आती है 	present	0.994	##
3107	शिगा	NOUN	2	किसी चीज़ के फटने पर बीच में पड़नेवाली खाली जगह 	neutral	0.996	##
24217	लिस्बोआ	NOUN	1	पुर्तगाल की राजधानी 	neutral	0.996	##
8758	चहचहाहट	NOUN	1	पक्षियों की मधुर आवाज़ 	neutral	0.996	##
12846	चलाना	VERB	24	व्यवहार या आचरण में लाना 	neutral	0.813	##
849	सिंह	NOUN	6	छप्पय छंद का एक प्रकार 	neutral	0.996	##
5907	शिरहन	NOUN	1	रुई आदि से भरा हुआ वह मुँहबंद थैला जो लेटने या सोने के समय सिर आदि के नीचे रखते हैं 	past	0.995	##
2453	मुबारक	ADJECTIVE	2	वह जो शुभ या अच्छा हो 	present	0.994	##
2880	लांगल	NOUN	2	पुरुष का वह जनन अंग जिससे संभोग किया जाता है 	neutral	0.996	##
33493	आवाजा-कशी	NOUN	1	परोक्ष रूप से किसी को सुनाने के लिए जोर से कोई व्यंग्यपूर्ण बात कहने की क्रिया 	neutral	0.996	##
17197	तेजाबी	ADJECTIVE	2	तेजाब की सहायता से बनाया या ठीक किया हुआ 	past	0.995	##
6081	रूढ़िवादी	ADJECTIVE	1	रूढ़िवाद को माननेवाला 	present	0.667	##
2239	ईर्ष्या	NOUN	1	दूसरे का लाभ या हित देखकर होने वाला मानसिक कष्ट 	neutral	0.996	##
970	सन्दीपन	ADJECTIVE	1	मनोवेगों को तीव्र करनेवाला 	neutral	0.842	##
5361	प्राणवायु	NOUN	2	शरीर में स्थित पंचवायु में से एक जो मुख प्रदेश में संचरण करती है 	present	0.994	##
39405	परीक्षा_केंद्र	NOUN	1	वह स्थान जो परीक्षा लेने के लिए नियत की गई हो 	present	0.994	##
37836	उपाधिक	ADJECTIVE	1	खिताब का या खिताब संबंधी 	neutral	0.996	##
4559	खरीददारी	NOUN	1	मोलने या खरीदने का काम 	neutral	0.996	##
5953	ताँगा	NOUN	1	दो पहियों की एक प्रकार की घोड़ा-गाड़ी 	neutral	0.996	##
679	हार	NOUN	1	पराजित होने की अवस्था या भाव 	neutral	0.996	##
2222	बिगुलवादक	NOUN	1	बिगुल बजाने वाला व्यक्ति 	neutral	0.996	##
39205	हज़ूरी	ADJECTIVE	1	हुजूर-संबंधी या हुजूर का 	neutral	0.996	##
18079	मातृकाकुण्ड	NOUN	1	गुदा पर होने वाला एक फोड़ा 	neutral	0.996	##
36517	ऐन_वक़्त_पर	ADVERB	2	अंतिम संभव पल या समय में 	neutral	0.996	##
30777	अनिष्टकर	NOUN	1	अनिष्ट सूचक उत्पात 	neutral	0.842	##
9514	प्रवर्तित	ADJECTIVE	2	जो चल रहा हो या जिसकी शुरूवात हुई हो या की गई हो 	present	0.994	##
13513	दीर्घ-गामी	ADJECTIVE	1	बहुत समय तक जानेवाला 	neutral	0.996	##
8193	ध्रुवा	NOUN	4	एक पौधा 	neutral	0.996	##
17204	नवरोज	NOUN	1	पारसियों के नए साल का पहला दिन 	neutral	0.996	##
8193	ध्रुवा	NOUN	3	एक पौधा 	neutral	0.996	##
5901	तंबाखू	NOUN	3	एक पौधा जिसके पत्ते अनेक रूपों में नशे के लिए काम में लाए जाते हैं 	neutral	0.996	##
11172	बरसायत	NOUN	1	फलित ज्योतिष के अनुसार निकाला हुआ वह समय जब कोई शुभ काम किया जाए 	past	0.995	##
5901	तंबाकू	NOUN	3	एक पौधा जिसके पत्ते अनेक रूपों में नशे के लिए काम में लाए जाते हैं 	neutral	0.996	##
30258	गजपिप्पली	NOUN	1	मझोले आकार का एक पौधा 	neutral	0.996	##
4439	वक्रनक्र	NOUN	2	चुगली करनेवाला व्यक्ति 	neutral	0.996	##
1350	अनुशीलनीय	ADJECTIVE	2	सतत अभ्यास करने योग्य 	neutral	0.842	##
11531	पचड़ा	NOUN	2	वह गीत जो ओझा लोग देवी के सामने गाते हैं 	present	0.994	##
2269	हरबराना	VERB	2	जल्दी मचाकर किसी को जल्दी-जल्दी कोई काम करने में प्रवृत्त करना 	past	0.954	##
24022	जाग्रेब	NOUN	1	क्रोएशिया की राजधानी 	neutral	0.996	##
4878	पिंडमूल	NOUN	4	एक पौधा जिसका कंद गोल होता है और खाया जाता है 	neutral	0.996	##
3369	खौफजद	ADJECTIVE	2	जो डरा हुआ हो 	past	0.995	##
9428	द्विजा	NOUN	5	सँभालू का बीज 	neutral	0.996	##
37734	आटोरिक्शा-चालक	NOUN	1	ऑटो रिक्शा चलाने वाला व्यक्ति 	neutral	0.996	##
4780	गँठिबंधन	NOUN	1	धार्मिक कृत्य के समय एक रीति जिसमें पति और पत्नी के दुपट्टों को परस्पर बाँध देते हैं 	neutral	0.996	##
36073	ज़ंगरोधी	ADJECTIVE	1	जिसमें ज़ंग न लगता हो 	neutral	0.996	##
4694	खिजना	VERB	1	दुखी होकर क्रोध करना 	neutral	0.996	##
38459	जैव_द्रव्यमान	NOUN	1	किसी क्षेत्र विशेष के प्रति इकाई क्षेत्र में जीवित या कुछ ही समय पूर्व मरे पदार्थों, जिनमें कार्बन, हाइड्रोजन और ऑक्सीजन होते हैं, का कुल द्रव्यमान 	neutral	0.996	##
14643	अक़्क़लबार	NOUN	1	भारत में पाया जाने वाला एक छोटा पौधा 	neutral	0.996	##
1585	बात	NOUN	12	वह जो किसी स्थान पर किसी समय में घटित होता हो 	present	0.994	##
38235	साहिबज़ादा_फ़तेह_सिंह	NOUN	1	सिखों के दसवें गुरु गोविंद सिंह जी के चौथे बेटे जिनको सात वर्ष की आयु में उनके बड़े भाई जुझार सिंह सहित पंजाब के सरहंद नाम के स्थान पर दीवार में चुनवा दिया गया था 	neutral	0.996	##
7951	फूली	NOUN	2	नाक या कान में पहनने का एक गहना 	neutral	0.996	##
2202	काँधा	NOUN	1	शरीर का वह भाग जो गले और बाहुमूल के बीच में होता है 	present	0.994	##
24594	युक्तायस्	NOUN	1	लोहे का एक अस्त्र 	neutral	0.996	##
1042	गृह_युद्ध	NOUN	1	वह आपसी युद्ध या लड़ाई जो किसी राष्ट्र के नागरिकों में होती है 	present	0.994	##
29330	वक्ता	ADJECTIVE	1	बोलने वाला 	neutral	0.996	##
12484	वृश्यगंधा	NOUN	2	एक प्रकार की कपास 	neutral	0.996	##
4048	पूतद्रु	NOUN	2	पलाश के वृक्ष से प्राप्त लाल पुष्प 	neutral	0.996	##
768	कवचधारी	ADJECTIVE	2	जो कवच से युक्त हो (जन्तु) 	present	0.994	##
28	अव्यवहृत	ADJECTIVE	1	जो प्रचलित न हो 	present	0.826	##
1022	अग्र_भाग	NOUN	1	किसी वस्तु आदि के आगे का भाग 	future	0.988	##
749	अपराजिता	NOUN	6	जमीन पर फैलने वाली एक प्रकार की बेल का पुष्प 	neutral	0.996	##
531	प्राण	NOUN	2	शरीर में स्थित पंचवायु में से एक जो मुख प्रदेश में संचरण करती है 	present	0.994	##
30750	अरिनुत	ADJECTIVE	1	जिसकी शत्रु भी प्रशंसा करे 	neutral	0.996	##
22031	लूटा	ADJECTIVE	1	लूटा हुआ 	past	0.995	##
36604	अवसादक_औषध	NOUN	1	वह औषधि जो अतिसंवेदनशीलता या चिड़चिड़ेपन को कम करती है 	present	0.994	##
23924	बुएनॉस_एरिस	NOUN	1	अर्जेन्टिना की राजधानी 	neutral	0.996	##
13592	प्रत्याशी	NOUN	1	किसी पद पर चुने जाने के लिए खड़े होनेवाला व्यक्ति 	neutral	0.996	##
837	अकाल_मृत्यु	NOUN	1	उचित समय से पहले होनेवाली मृत्यु या अनहोनी मौत 	neutral	0.996	##
3594	अवारिका	NOUN	1	एक प्रकार का छोटा पौधा जिसकी पत्तियाँ सुगंधित होती हैं 	neutral	0.996	##
8471	अन्धधुन्ध	ADVERB	1	बिना सोचे समझे और बहुत तेज़ी से 	neutral	0.996	##
6010	तेज	ADJECTIVE	5	जिसका दाम या भाव पहले से बढ़ गया हो 	neutral	0.996	##
22095	ग़ौरतलब	ADJECTIVE	1	ध्यान देने योग्य 	neutral	0.996	##
34417	धूलिवंदन	NOUN	1	हिंदुओं का एक त्योहार जो होली के जलने के दूसरे दिन चैत बदी प्रथमा को होता है और जिसमें सवेरे के समय लोग एक दूसरे पर कीचड़, धूल आदि और संध्या को अबीर, गुलाल आदि डालते हैं 	present	0.994	##
36371	केंद्रीय_तंत्रिका_तन्त्र	NOUN	1	कशेरुकी जंतुओं के तंत्रिकातंत्र का वह भाग जिसमें मस्तिष्क और मेरुरज्जु आते हैं 	neutral	0.996	##
17263	फरेंद	NOUN	2	एक प्रकार का जामुन का पेड़ 	neutral	0.996	##
37734	ऑटोरिक्शा-चालक	NOUN	1	ऑटो रिक्शा चलाने वाला व्यक्ति 	neutral	0.996	##
12765	प्रताड़ित	ADJECTIVE	1	सताया हुआ 	past	0.995	##
14665	उत्प्रेरक	NOUN	1	वह रसायन जो रासायनिक क्रिया को गति देता या बढ़ाता हो 	present	0.994	##
3109	दर्रा	NOUN	1	किसी चीज़ के फटने पर बीच में पड़नेवाली खाली जगह 	neutral	0.996	##
1850	ठहर-ठहर_कर	ADVERB	1	विराम के साथ 	neutral	0.996	##
24956	कोयमपुत्तूर	NOUN	1	तमिलनाडु का एक शहर 	neutral	0.996	##
2279	बदनसीब	ADJECTIVE	1	जो भाग्यशाली न हो 	present	0.826	##
30939	थू-थू_करना	VERB	2	बार-बार थूकना 	neutral	0.996	##
36665	ट्राईआयोडोथायरोनिन	NOUN	1	थाइराइड ग्रंथि द्वारा स्रावित एक हार्मोन 	neutral	0.996	##
4944	गुलाब	NOUN	1	एक कँटीला पौधा जिसमें सुंदर सुगंधित फूल लगते हैं 	neutral	0.996	##
231	सूबा	NOUN	1	किसी देश का वह विभाग जिसके निवासियों की शासन-पद्धति, भाषा, रहन-सहन, व्यवहार आदि औरों से भिन्न और स्वतंत्र हो 	neutral	0.996	##
8004	दैत्या	NOUN	1	एक बेल जिसकी जड़ दवा के काम में आती है 	neutral	0.996	##
10607	टेलिफोन	NOUN	2	वह प्रणाली जिसके द्वारा एक स्थान से कही हुई बात दूसरे स्थान पर सुनाई पड़ती है 	neutral	0.996	##
36665	ट्राईआयोडोथायरोनीन	NOUN	1	थाइराइड ग्रंथि द्वारा स्रावित एक हार्मोन 	neutral	0.996	##
20587	विष्णुक्रान्त	NOUN	2	एक लता से प्राप्त फूल 	neutral	0.996	##
3293	सर्दी	NOUN	3	वह मौसम जब वायुमंडल का तापमान कम होता है 	neutral	0.842	##
28711	इलैक्ट्रानिक	ADJECTIVE	1	इलेक्ट्रॉनिकी से संबंधित या इलेक्ट्रॉनिकी का 	present	0.667	##
20245	नाइजीरियन	ADJECTIVE	1	नाइजीरिया से संबंधित या नाइजीरिया का 	neutral	0.996	##
33175	अंत्रालजी	NOUN	1	कफ एवं वात प्रकोप से होने वाली एक गोल फुंसी 	neutral	0.996	##
14981	पीपनी	NOUN	1	उगी हुई आम की गुठली को घिसकर बच्चों द्वारा बनाया हुआ बाजा 	past	0.995	##
2057	बैजा	NOUN	2	गले का फोड़ा 	neutral	0.996	##
4043	निप	NOUN	1	एक सदाबहार पेड़ जिसमें गोल फल लगते हैं 	neutral	0.996	##
845	रक्षा_कर्ता	ADJECTIVE	1	रक्षा करने वाला 	neutral	0.996	##
1446	अक्लमंद	ADJECTIVE	1	जिसमें बहुत बुद्धि या समझ हो 	neutral	0.996	##
1644	शारीरिक_द्रव	NOUN	1	वह तरल पदार्थ जो शरीर में पाया जाता है या शरीर का भाग होता है 	present	0.994	##
35250	अगड़ा	ADJECTIVE	1	पद, मर्यादा, स्थिति के विचार से जो पहले से अथवा अपने वर्ग के अन्य सदस्यों से बहुत आगे बढ़ा हुआ हो 	future	0.932	##
9344	शिकस्त_देना	VERB	1	प्रतियोगिता में विपक्षी को हराना या पीछे छोड़ना 	neutral	0.813	##
1998	मन्दसानु	NOUN	2	सोते समय दिखाई देने वाला मानसिक दृश्य या घटना 	neutral	0.996	##
3897	मजीरा_वादक	NOUN	1	मँजीरा बजानेवाला व्यक्ति 	neutral	0.996	##
30852	फ़रारी	NOUN	1	भागा हुआ व्यक्ति 	past	0.995	##
13302	कच्छ	NOUN	1	गुजरात राज्य का एक क्षेत्र 	neutral	0.996	##
27226	पिट्यूटरी_ग्लैण्ड	NOUN	1	एक अंतःस्रावी ग्रन्थि जो मस्तिष्क के आधार से संलग्न छोटी भूरे रंग की और अण्डाकार होती है 	present	0.994	##
2244	नाहक	ADVERB	1	बिना किसी प्रयोजन या काम या कारण के या बेकार में 	neutral	0.996	##
34	नवरत्न	NOUN	1	वे नौ विद्वान जो प्राचीन काल में किसी-किसी राजा-महाराजा की सभा में रहते थे 	present	0.994	##
2638	निठुराई	NOUN	1	निर्दय होने की अवस्था, गुण या भाव 	neutral	0.996	##
3641	पहले	ADVERB	2	शुरू में 	neutral	0.842	##
11941	बे-तहाशा	ADVERB	1	घोड़े की तेज़ चाल की तरह तेज़ 	neutral	0.996	##
11757	तोतर	ADJECTIVE	2	जिसमें तुतलाहट हो 	neutral	0.996	##
4564	अस्थाई	ADJECTIVE	2	जो किसी के स्थान पर उसका काम चलाने के उद्देश्य से कुछ समय के लिए रखा गया हो 	present	0.994	##
3294	क्षयी	NOUN	1	एक संक्रामक रोग जो एक प्रकार के बैक्टिरिया के साँस या भोजन के साथ शरीर में प्रवेश करने से होता है और जो बुखार तथा छोटे घावों के रूप में प्रकट होता है (विशेषकर फेफड़ों में लेकिन तीव्र अवस्था में शरीर के अन्य भागों में भी)। इसमें रोगी का फेफड़ा या संक्रमित अंग सड़ता जाता है और सारा शरीर धीरे-धीरे कमज़ोर हो जाता है 	present	0.994	##
7068	वेणु_वादक	NOUN	1	बाँसुरी बजानेवाला व्यक्ति 	neutral	0.996	##
